Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent
5.14,Health,UPI,Mobile,Hyderabad,0,88,75.54,718,0,0
12.75,Grocery,UPI,Mobile,Mumbai,0,45,111.94,399,0,0
0.63,Grocery,NetBanking,POS,Pune,0,10,443.11,1393,0,0
79.74,Fashion,PayPal,POS,Bengaluru,0,54,437.17,1721,0,0
47.49,Travel,Credit Card,Mobile,Mumbai,0,70,26.33,307,0,0
11.54,Electronics,Debit Card,Desktop,Bengaluru,0,85,347.81,369,0,0
253.48,Travel,NetBanking,Mobile,Chennai,0,32,281.55,844,0,0
60.34,Travel,Debit Card,POS,Bengaluru,0,43,470.51,643,0,0
22.15,Entertainment,Credit Card,Desktop,Mumbai,0,118,454.92,1133,0,1
55.55,Entertainment,Credit Card,POS,Hyderabad,0,121,293.99,1759,0,0
91.06,Entertainment,Debit Card,Desktop,Mumbai,0,15,78.09,822,0,0
6.34,Health,NetBanking,POS,Mumbai,0,66,235.31,632,0,0
25.69,Utilities,Debit Card,Desktop,Chennai,0,143,365.33,96,0,0
131.59,Travel,NetBanking,Mobile,Kolkata,0,115,476.35,244,0,0
49.25,Health,NetBanking,Mobile,Delhi,0,81,188.28,445,0,0
63.27,Grocery,UPI,Desktop,Mumbai,0,20,394.49,1198,0,0
45.37,Entertainment,PayPal,Desktop,Chennai,0,178,344.84,581,0,0
3.59,Grocery,PayPal,Mobile,Hyderabad,0,6,48.36,1777,0,0
14.5,Entertainment,Credit Card,Mobile,Chennai,0,79,283.41,1339,0,1
47.18,Food,UPI,Desktop,Chennai,0,125,99.92,600,0,0
18.78,Health,PayPal,Desktop,Bengaluru,0,145,344.94,569,0,0
4.1,Health,NetBanking,Mobile,Delhi,0,120,308.94,1100,0,0
148.45,Utilities,NetBanking,POS,Delhi,0,26,486.79,1290,0,0
317.88,Electronics,Debit Card,Mobile,Pune,0,22,468.34,146,0,0
126.06,Fashion,Debit Card,Desktop,Kolkata,0,64,14.59,180,0,1
153.81,Travel,NetBanking,Desktop,Hyderabad,1,58,49.21,1136,0,0
22.16,Electronics,NetBanking,POS,Pune,0,37,386.88,1110,0,0
258.77,Health,Debit Card,Mobile,Kolkata,0,78,345.97,1782,0,1
17.54,Electronics,PayPal,Desktop,Kolkata,0,121,402.46,1013,0,0
241.98,Food,Credit Card,Mobile,Chennai,0,28,140.74,1438,0,0
421.03,Fashion,Debit Card,Desktop,Hyderabad,1,49,426.17,1273,0,0
99.51,Utilities,PayPal,POS,Kolkata,0,67,226.79,1338,0,0
317.67,Health,PayPal,Mobile,Hyderabad,0,103,138.34,1033,0,0
67.43,Health,PayPal,Mobile,Delhi,0,126,15.2,1807,0,0
24.04,Travel,UPI,POS,Delhi,0,93,436.97,463,0,0
45.96,Utilities,UPI,Desktop,Delhi,0,195,272.32,349,0,0
72.03,Utilities,PayPal,Desktop,Mumbai,0,169,487.94,1664,0,0
6.07,Entertainment,NetBanking,Mobile,Chennai,0,174,360.19,271,1,0
77.9,Fashion,UPI,POS,Hyderabad,0,87,49.4,494,0,0
317.82,Food,Debit Card,Mobile,Chennai,0,87,298.21,232,0,0
16.87,Grocery,UPI,Mobile,Kolkata,0,55,18.39,578,0,0
125.85,Electronics,NetBanking,Desktop,Hyderabad,0,139,283.31,787,0,0
190.79,Utilities,Credit Card,Desktop,Hyderabad,0,154,181.6,1498,0,0
230.17,Travel,UPI,Desktop,Pune,0,13,325.21,1693,0,0
257.78,Health,PayPal,Desktop,Hyderabad,0,164,275.37,1188,1,1
58.96,Grocery,PayPal,Desktop,Hyderabad,0,128,138.06,887,0,0
302.86,Food,PayPal,POS,Bengaluru,0,64,89.55,1908,0,0
113.28,Fashion,Credit Card,Mobile,Bengaluru,1,51,208.31,1629,0,0
14.11,Utilities,NetBanking,POS,Pune,0,76,493.55,815,0,1
51.84,Electronics,Debit Card,Mobile,Mumbai,0,22,223.49,570,0,0
101.36,Utilities,NetBanking,Desktop,Delhi,0,60,376.91,516,0,0
22.73,Travel,Credit Card,POS,Kolkata,0,130,37.92,1935,0,0
81.87,Utilities,PayPal,Mobile,Kolkata,0,56,195.64,1791,0,0
87.87,Utilities,NetBanking,Desktop,Hyderabad,1,168,294.36,601,0,1
14.21,Utilities,Debit Card,Desktop,Chennai,0,156,378.09,1539,0,0
66.61,Health,PayPal,POS,Kolkata,0,97,268.91,1619,0,0
118.14,Health,Debit Card,POS,Bengaluru,0,3,262.49,869,0,0
55.28,Grocery,UPI,POS,Delhi,0,191,384.31,690,0,0
0.97,Grocery,Debit Card,Desktop,Mumbai,0,151,163.51,434,0,0
0.73,Electronics,PayPal,Mobile,Delhi,0,55,54.4,1623,0,0
35.33,Fashion,UPI,Mobile,Hyderabad,0,160,180.1,1486,0,0
208.51,Food,PayPal,POS,Delhi,1,84,87.91,1601,0,0
20.77,Entertainment,PayPal,Mobile,Hyderabad,1,28,483.31,686,0,0
80.49,Fashion,UPI,Desktop,Pune,1,124,292.98,1303,0,1
20.09,Fashion,Debit Card,Mobile,Bengaluru,0,8,228.83,1133,0,0
31.05,Fashion,Credit Card,Desktop,Bengaluru,0,3,456.91,978,0,0
150.73,Entertainment,Credit Card,POS,Hyderabad,0,94,451.18,44,0,0
104.41,Electronics,Credit Card,Mobile,Chennai,0,89,213.69,1004,0,0
8.02,Entertainment,Credit Card,Desktop,Bengaluru,0,181,438.62,1093,0,0
44.79,Electronics,NetBanking,POS,Chennai,0,157,41.37,1134,0,0
2.37,Entertainment,Credit Card,POS,Hyderabad,0,94,444.0,1563,0,0
52.45,Food,UPI,POS,Pune,0,89,162.19,336,0,0
86.88,Utilities,Credit Card,POS,Hyderabad,0,59,286.91,734,1,0
10.09,Fashion,PayPal,Mobile,Pune,0,152,142.15,426,0,0
27.27,Utilities,Credit Card,Desktop,Kolkata,0,166,492.55,707,0,0
40.58,Electronics,Debit Card,Mobile,Bengaluru,0,28,45.17,999,0,0
201.59,Entertainment,UPI,Desktop,Chennai,0,62,229.01,894,0,0
399.92,Food,UPI,POS,Hyderabad,1,51,314.28,1975,0,1
3.68,Entertainment,NetBanking,Mobile,Kolkata,0,7,311.65,1257,0,0
114.51,Utilities,PayPal,POS,Bengaluru,0,23,371.99,240,0,0
37.18,Health,UPI,Desktop,Kolkata,0,46,364.96,428,0,0
39.87,Food,Debit Card,POS,Pune,0,78,398.64,1426,0,0
112.28,Fashion,Credit Card,Mobile,Hyderabad,0,106,124.8,1442,0,0
200.5,Travel,UPI,Mobile,Kolkata,0,28,191.55,287,0,0
241.16,Fashion,Debit Card,Desktop,Kolkata,0,24,197.2,144,0,0
68.85,Travel,Credit Card,Desktop,Pune,0,7,478.36,363,0,0
35.34,Food,NetBanking,Mobile,Delhi,0,112,210.56,378,0,0
123.92,Health,UPI,Mobile,Pune,0,79,118.72,262,0,0
23.12,Utilities,UPI,Mobile,Delhi,0,177,319.85,1562,0,0
66.42,Health,Debit Card,Mobile,Bengaluru,0,3,219.36,478,0,0
35.53,Electronics,PayPal,Desktop,Hyderabad,0,2,132.54,1130,0,0
85.52,Health,NetBanking,Mobile,Kolkata,0,7,360.42,857,0,0
22.0,Grocery,PayPal,Desktop,Bengaluru,0,121,104.04,637,0,0
17.02,Food,UPI,Mobile,Mumbai,0,21,320.34,127,0,0
200.32,Utilities,PayPal,Mobile,Pune,0,137,220.96,597,0,0
8.59,Utilities,Credit Card,POS,Bengaluru,0,140,166.39,1683,0,1
56.41,Electronics,NetBanking,POS,Bengaluru,0,24,473.53,491,0,0
19.96,Utilities,PayPal,Mobile,Kolkata,0,33,168.96,529,0,0
3.18,Health,Credit Card,Desktop,Delhi,0,43,180.28,660,0,0
2.93,Food,Debit Card,Mobile,Pune,0,82,436.61,1091,0,0
15.41,Fashion,PayPal,POS,Delhi,0,118,73.23,1750,0,0
161.25,Health,NetBanking,Mobile,Hyderabad,0,5,62.95,1411,0,0
26.56,Entertainment,Credit Card,POS,Bengaluru,0,123,148.53,1295,0,1
240.4,Travel,PayPal,Mobile,Pune,0,71,299.9,1104,0,0
69.71,Food,Debit Card,Mobile,Bengaluru,0,89,198.31,1478,1,0
45.9,Utilities,PayPal,Desktop,Hyderabad,0,142,308.19,156,0,0
69.42,Electronics,Credit Card,POS,Chennai,0,116,88.28,1156,0,0
58.17,Fashion,PayPal,POS,Hyderabad,0,164,138.11,506,0,0
113.76,Grocery,NetBanking,POS,Delhi,0,35,286.93,1282,0,0
26.56,Fashion,UPI,Desktop,Delhi,1,108,116.4,752,0,1
34.84,Health,Credit Card,Mobile,Bengaluru,0,178,217.17,465,0,0
179.62,Travel,Credit Card,Desktop,Delhi,0,79,290.6,1438,0,1
234.18,Fashion,Credit Card,Mobile,Pune,0,11,487.09,114,0,0
178.46,Grocery,Credit Card,Desktop,Hyderabad,0,152,49.14,1412,0,0
43.5,Entertainment,PayPal,Desktop,Bengaluru,0,75,235.6,815,0,1
121.26,Electronics,NetBanking,POS,Hyderabad,0,44,204.17,56,0,0
51.75,Food,Debit Card,Desktop,Hyderabad,0,179,413.88,889,0,0
55.06,Travel,NetBanking,Mobile,Bengaluru,0,145,451.15,101,0,0
18.32,Grocery,Credit Card,Desktop,Kolkata,0,125,454.44,1148,0,0
71.55,Utilities,PayPal,Desktop,Chennai,0,198,193.82,617,0,0
16.48,Health,PayPal,Mobile,Kolkata,0,85,159.28,1479,1,0
32.23,Health,Credit Card,POS,Delhi,0,8,230.08,1059,0,0
154.5,Health,PayPal,Mobile,Mumbai,0,79,178.55,1143,0,0
18.56,Utilities,Credit Card,Mobile,Kolkata,0,118,362.24,1645,0,0
5.91,Utilities,NetBanking,Mobile,Mumbai,0,122,114.65,1275,0,0
5.72,Travel,UPI,Desktop,Mumbai,0,74,332.76,1648,0,0
226.13,Fashion,PayPal,Desktop,Delhi,0,28,464.22,1647,0,0
56.57,Travel,Credit Card,Mobile,Chennai,0,140,147.16,181,1,1
42.13,Health,Credit Card,Mobile,Hyderabad,0,171,341.68,1610,0,0
133.23,Entertainment,PayPal,POS,Bengaluru,0,120,80.34,1265,0,0
144.55,Grocery,Debit Card,Desktop,Chennai,0,165,69.48,612,1,0
32.3,Food,Credit Card,Desktop,Mumbai,0,108,66.67,1316,0,0
94.63,Food,PayPal,Desktop,Pune,0,127,77.88,1965,0,0
117.97,Travel,Credit Card,Desktop,Delhi,1,63,115.92,1435,0,0
85.06,Health,Debit Card,Mobile,Kolkata,1,101,285.79,1623,0,1
13.15,Utilities,UPI,Mobile,Delhi,0,93,385.82,86,0,0
166.92,Electronics,Debit Card,POS,Kolkata,0,63,72.16,455,0,0
61.96,Entertainment,NetBanking,Desktop,Bengaluru,1,10,436.31,1676,0,1
26.56,Travel,PayPal,Desktop,Pune,0,80,422.93,171,0,0
44.3,Health,Debit Card,Mobile,Hyderabad,0,37,366.42,597,1,1
3.06,Fashion,UPI,POS,Chennai,0,11,218.72,1577,0,0
10.95,Food,Credit Card,Mobile,Pune,0,115,10.76,1914,0,0
116.04,Food,PayPal,Desktop,Chennai,0,90,370.03,1068,0,1
0.0,Entertainment,Debit Card,Desktop,Chennai,0,19,440.7,1061,1,1
43.11,Food,UPI,POS,Hyderabad,0,52,174.29,1284,0,0
59.14,Electronics,Debit Card,Mobile,Hyderabad,0,118,361.81,1239,0,0
4.49,Health,NetBanking,Desktop,Kolkata,0,18,40.4,1106,0,0
289.19,Health,PayPal,Desktop,Hyderabad,0,94,357.65,166,0,0
20.51,Entertainment,Credit Card,POS,Bengaluru,0,32,43.47,203,0,0
29.02,Health,UPI,Desktop,Delhi,0,151,297.72,889,0,0
28.99,Utilities,Debit Card,Desktop,Mumbai,0,140,302.8,248,0,0
20.95,Entertainment,PayPal,Mobile,Hyderabad,0,58,158.06,1316,0,0
0.12,Health,Debit Card,POS,Delhi,1,21,48.77,284,0,0
104.55,Electronics,PayPal,POS,Kolkata,0,149,475.17,841,0,0
272.53,Grocery,NetBanking,POS,Hyderabad,0,29,272.43,299,0,0
20.32,Travel,Debit Card,Mobile,Mumbai,0,47,294.08,1640,0,0
87.02,Travel,NetBanking,POS,Pune,0,140,311.36,253,0,0
108.35,Health,UPI,Desktop,Hyderabad,0,58,446.61,912,0,1
150.93,Fashion,NetBanking,POS,Delhi,0,169,39.53,633,0,0
43.94,Food,PayPal,Desktop,Kolkata,0,19,447.71,1187,0,0
28.87,Electronics,UPI,POS,Kolkata,0,140,127.44,1216,0,0
31.48,Fashion,Debit Card,POS,Bengaluru,1,23,48.2,1763,0,1
99.76,Utilities,Debit Card,Mobile,Kolkata,1,133,332.06,730,0,1
135.77,Fashion,PayPal,POS,Pune,1,122,488.72,949,0,0
16.03,Health,Credit Card,POS,Kolkata,1,154,38.05,102,0,1
37.08,Electronics,Credit Card,Mobile,Kolkata,0,117,218.8,927,0,0
185.77,Travel,Debit Card,Desktop,Pune,0,63,269.59,1771,0,0
131.48,Food,PayPal,POS,Pune,0,52,133.54,976,0,0
335.22,Travel,Credit Card,POS,Mumbai,0,10,491.61,572,0,0
112.27,Fashion,NetBanking,Desktop,Delhi,0,86,324.07,1947,0,0
39.96,Utilities,Debit Card,Mobile,Chennai,0,167,423.73,660,0,0
71.45,Food,NetBanking,POS,Kolkata,1,151,213.73,824,0,0
86.54,Grocery,PayPal,Mobile,Chennai,0,11,183.44,1537,0,0
6.54,Fashion,NetBanking,Desktop,Chennai,0,95,281.05,907,0,0
62.91,Travel,Credit Card,Desktop,Bengaluru,0,72,223.29,1724,0,0
98.84,Travel,Credit Card,Mobile,Hyderabad,0,128,360.32,1308,0,0
14.65,Health,UPI,Desktop,Kolkata,0,48,140.25,786,0,0
121.36,Travel,Debit Card,Desktop,Hyderabad,0,92,230.3,647,0,0
70.12,Electronics,PayPal,POS,Hyderabad,0,16,448.62,227,0,1
243.29,Fashion,Debit Card,Mobile,Bengaluru,0,174,380.49,1480,0,0
3.47,Entertainment,NetBanking,POS,Chennai,0,175,92.35,522,0,0
24.67,Entertainment,PayPal,Mobile,Pune,0,95,444.56,1685,0,0
73.61,Utilities,PayPal,POS,Hyderabad,0,48,298.62,111,0,0
28.14,Food,Credit Card,Desktop,Pune,0,197,342.85,1361,0,0
100.26,Travel,NetBanking,Mobile,Pune,0,153,154.19,1835,0,0
113.84,Health,Credit Card,Mobile,Bengaluru,0,77,226.36,1752,0,0
8.65,Health,Credit Card,Mobile,Bengaluru,0,93,405.34,1841,0,0
57.7,Travel,UPI,Mobile,Delhi,0,104,172.03,403,0,0
56.89,Electronics,Credit Card,Desktop,Kolkata,0,81,90.88,1617,0,0
36.87,Health,Debit Card,Desktop,Hyderabad,0,37,195.37,1512,0,0
216.16,Entertainment,PayPal,Desktop,Chennai,0,102,43.92,530,0,0
140.59,Food,Credit Card,POS,Mumbai,0,191,361.75,386,0,0
95.58,Fashion,Debit Card,Desktop,Bengaluru,0,29,82.4,1349,0,0
100.23,Grocery,NetBanking,POS,Pune,0,58,149.71,609,0,0
49.55,Electronics,PayPal,POS,Delhi,0,94,441.73,329,0,0
203.06,Utilities,NetBanking,Desktop,Mumbai,0,159,274.84,675,0,0
94.89,Utilities,Debit Card,Desktop,Bengaluru,0,86,167.46,1396,0,0
104.45,Health,NetBanking,Desktop,Delhi,0,110,278.36,149,0,0
158.26,Fashion,NetBanking,POS,Pune,0,196,116.96,1622,0,0
25.62,Grocery,NetBanking,Mobile,Hyderabad,1,41,22.33,215,0,0
131.63,Utilities,Credit Card,Desktop,Kolkata,0,178,305.83,613,0,0
17.38,Travel,Credit Card,POS,Kolkata,0,44,359.92,1211,0,0
33.89,Travel,Credit Card,POS,Delhi,0,137,441.09,1281,0,0
32.71,Food,PayPal,Desktop,Bengaluru,0,187,388.22,337,0,0
307.27,Grocery,Debit Card,POS,Kolkata,0,90,464.07,263,0,0
155.33,Travel,Credit Card,Desktop,Kolkata,0,155,493.12,1064,0,0
96.63,Utilities,NetBanking,POS,Hyderabad,0,109,375.02,204,0,0
103.88,Travel,NetBanking,Mobile,Pune,0,59,435.28,802,0,0
66.06,Entertainment,NetBanking,POS,Chennai,0,110,340.13,672,0,0
235.13,Health,NetBanking,Desktop,Kolkata,0,106,93.76,940,0,0
54.86,Utilities,UPI,Mobile,Delhi,0,131,99.03,1951,0,0
38.31,Utilities,PayPal,Desktop,Mumbai,0,7,64.03,1055,0,0
14.24,Utilities,Debit Card,POS,Pune,0,82,472.06,790,0,0
123.42,Food,Debit Card,Mobile,Hyderabad,0,16,339.65,1765,0,0
106.07,Fashion,Credit Card,Mobile,Pune,0,49,397.06,211,0,0
38.81,Utilities,UPI,POS,Hyderabad,0,121,172.27,971,0,0
2.04,Travel,Debit Card,Mobile,Pune,0,32,235.61,379,0,0
146.11,Entertainment,PayPal,Mobile,Chennai,0,89,29.49,668,0,0
0.92,Utilities,NetBanking,Mobile,Delhi,0,172,445.61,1435,0,0
97.31,Electronics,Credit Card,Desktop,Mumbai,0,19,427.97,1350,0,0
281.21,Electronics,PayPal,Desktop,Kolkata,0,3,394.56,1250,0,0
46.05,Fashion,Debit Card,Mobile,Chennai,0,122,38.57,1339,0,0
21.43,Grocery,UPI,POS,Delhi,0,60,95.38,1609,0,1
97.63,Food,Credit Card,POS,Mumbai,0,163,173.74,1575,1,1
135.92,Entertainment,Debit Card,Desktop,Pune,0,29,138.9,254,0,0
63.25,Health,Credit Card,POS,Kolkata,0,75,420.85,1781,0,0
272.99,Entertainment,Debit Card,Mobile,Mumbai,1,70,105.47,1776,0,1
4.24,Electronics,NetBanking,POS,Bengaluru,0,83,270.74,315,0,0
56.22,Electronics,UPI,Desktop,Mumbai,1,101,289.98,1782,0,0
101.4,Fashion,NetBanking,Desktop,Delhi,0,173,218.26,1384,0,0
158.81,Grocery,Debit Card,Mobile,Chennai,0,155,127.94,1614,0,0
15.8,Grocery,PayPal,Desktop,Kolkata,0,197,480.54,1216,0,0
128.76,Fashion,NetBanking,Desktop,Chennai,0,90,212.57,222,0,0
64.36,Utilities,PayPal,Desktop,Kolkata,1,163,366.38,1198,0,0
40.41,Entertainment,Debit Card,POS,Bengaluru,0,147,100.18,700,0,0
11.3,Electronics,UPI,Desktop,Delhi,0,17,413.18,1891,0,0
160.37,Entertainment,PayPal,POS,Mumbai,0,35,115.79,721,0,0
13.69,Entertainment,Debit Card,Desktop,Bengaluru,0,113,340.9,567,0,0
29.66,Food,PayPal,Desktop,Pune,0,158,258.18,641,0,0
27.4,Electronics,NetBanking,POS,Hyderabad,0,122,81.81,930,0,0
164.09,Grocery,Debit Card,POS,Pune,1,48,22.23,1676,0,0
89.35,Health,NetBanking,Mobile,Delhi,0,185,466.07,1323,0,0
127.44,Entertainment,Credit Card,Mobile,Bengaluru,0,17,71.59,80,0,0
23.06,Electronics,Debit Card,POS,Chennai,0,101,355.43,1580,0,0
78.44,Entertainment,PayPal,Desktop,Bengaluru,0,15,329.82,157,0,0
67.84,Food,Credit Card,Mobile,Hyderabad,0,128,177.44,1705,0,0
143.1,Utilities,NetBanking,POS,Delhi,0,112,100.84,1807,1,0
189.23,Travel,NetBanking,POS,Bengaluru,0,14,97.38,1099,0,0
0.98,Electronics,PayPal,Desktop,Kolkata,0,142,296.81,263,0,0
89.67,Fashion,Credit Card,POS,Pune,0,173,277.99,477,0,0
4.26,Travel,UPI,Mobile,Mumbai,0,97,439.21,613,0,0
63.68,Entertainment,PayPal,Desktop,Pune,0,166,323.6,1496,0,0
27.13,Fashion,NetBanking,POS,Delhi,0,191,411.44,532,0,0
29.31,Fashion,Debit Card,POS,Bengaluru,0,119,25.88,636,0,0
34.83,Fashion,Credit Card,Desktop,Pune,0,11,338.79,951,0,0
77.68,Electronics,UPI,Desktop,Bengaluru,0,48,124.52,314,0,0
32.52,Grocery,Debit Card,Desktop,Pune,0,154,133.89,1185,0,0
105.55,Entertainment,Credit Card,Mobile,Delhi,1,67,363.08,1999,0,0
41.47,Travel,PayPal,Mobile,Chennai,0,25,398.78,1529,0,0
5.66,Food,PayPal,POS,Pune,0,189,192.15,1846,0,0
122.51,Grocery,Credit Card,POS,Mumbai,0,86,397.14,965,0,0
26.92,Entertainment,UPI,Desktop,Pune,0,110,227.43,573,0,0
45.36,Utilities,Credit Card,POS,Delhi,0,154,430.25,385,0,0
92.53,Utilities,Debit Card,POS,Pune,1,162,22.2,1090,0,1
32.33,Electronics,Debit Card,Desktop,Mumbai,0,90,50.91,1691,0,0
4.66,Fashion,PayPal,Mobile,Kolkata,1,9,390.41,167,0,0
37.46,Food,Credit Card,Mobile,Mumbai,0,40,315.8,1475,0,0
231.24,Entertainment,PayPal,Mobile,Delhi,0,7,283.92,1498,0,1
82.12,Travel,UPI,POS,Bengaluru,0,158,310.85,641,1,1
89.05,Entertainment,Debit Card,Desktop,Pune,0,118,465.79,1295,0,0
80.04,Grocery,NetBanking,Mobile,Chennai,0,194,331.21,1298,0,0
17.75,Utilities,NetBanking,POS,Mumbai,0,158,327.26,1592,0,0
43.35,Health,Credit Card,Desktop,Kolkata,0,196,382.14,1262,0,0
111.2,Grocery,Credit Card,Mobile,Mumbai,0,58,434.64,1956,0,0
8.55,Entertainment,NetBanking,Mobile,Pune,0,55,138.34,486,0,0
26.04,Food,Credit Card,Desktop,Bengaluru,0,14,312.21,128,0,0
25.87,Entertainment,Debit Card,POS,Pune,0,118,296.15,1555,0,0
45.25,Entertainment,UPI,POS,Kolkata,0,77,76.08,1190,0,0
314.45,Electronics,UPI,Mobile,Kolkata,1,165,264.96,1240,0,0
5.59,Travel,PayPal,Desktop,Delhi,0,124,44.08,65,0,0
58.5,Food,Debit Card,POS,Chennai,1,172,100.63,659,0,0
15.81,Entertainment,Credit Card,Desktop,Pune,0,134,457.35,699,0,0
282.35,Fashion,Credit Card,Desktop,Mumbai,0,26,68.43,1532,0,0
9.62,Travel,PayPal,Mobile,Mumbai,0,128,293.67,816,0,0
41.35,Grocery,PayPal,Desktop,Delhi,0,118,168.51,710,0,0
107.12,Food,Credit Card,Desktop,Bengaluru,0,142,282.1,84,0,0
97.54,Grocery,Credit Card,Desktop,Pune,0,136,125.14,1524,0,0
43.96,Utilities,Debit Card,POS,Hyderabad,0,24,227.75,1137,0,0
34.04,Entertainment,PayPal,Mobile,Bengaluru,0,167,434.99,1059,0,0
40.55,Grocery,Debit Card,Mobile,Mumbai,0,177,194.35,920,0,0
24.55,Grocery,Credit Card,Desktop,Kolkata,0,85,182.99,1416,0,0
18.39,Electronics,NetBanking,Desktop,Pune,0,63,228.6,1909,0,0
52.78,Grocery,NetBanking,POS,Kolkata,0,26,59.24,1036,0,0
25.02,Fashion,Credit Card,Mobile,Mumbai,0,10,199.8,797,0,0
27.11,Fashion,PayPal,POS,Chennai,0,106,13.38,947,0,0
85.55,Travel,NetBanking,Mobile,Bengaluru,0,117,256.66,1763,0,0
276.72,Entertainment,PayPal,POS,Hyderabad,0,58,425.49,693,0,0
74.03,Health,NetBanking,Desktop,Chennai,0,14,280.52,859,0,0
6.41,Utilities,PayPal,POS,Hyderabad,0,73,307.79,199,0,0
6.29,Grocery,NetBanking,Desktop,Chennai,0,199,24.98,1813,0,1
241.97,Grocery,PayPal,Mobile,Bengaluru,0,39,431.16,278,0,0
28.22,Food,Debit Card,Mobile,Mumbai,1,122,198.65,691,0,1
7.73,Electronics,PayPal,Desktop,Hyderabad,0,159,487.68,239,0,0
73.11,Health,Debit Card,Mobile,Bengaluru,0,178,69.03,941,0,0
78.18,Travel,Debit Card,POS,Hyderabad,0,144,472.89,769,0,0
83.64,Utilities,Credit Card,Desktop,Bengaluru,0,72,320.8,1297,0,0
24.89,Health,Debit Card,Mobile,Chennai,0,112,35.65,170,0,0
1.22,Grocery,UPI,POS,Bengaluru,0,51,486.13,661,0,0
268.23,Food,Debit Card,POS,Chennai,0,143,16.8,834,0,0
23.11,Entertainment,PayPal,Mobile,Mumbai,0,89,368.04,209,0,0
90.17,Electronics,Debit Card,Mobile,Chennai,1,38,445.87,949,0,1
98.11,Entertainment,PayPal,POS,Delhi,0,105,96.15,666,0,0
75.33,Travel,PayPal,Desktop,Mumbai,0,79,178.25,783,0,0
30.02,Health,UPI,Mobile,Kolkata,0,89,285.0,1777,0,0
25.3,Travel,Debit Card,Mobile,Kolkata,1,71,343.11,1016,0,0
72.84,Grocery,Debit Card,Desktop,Kolkata,0,90,437.22,1070,0,0
160.85,Travel,NetBanking,Desktop,Pune,0,72,382.92,1069,0,0
234.6,Entertainment,NetBanking,Mobile,Pune,0,149,188.03,414,0,0
8.96,Food,Credit Card,Desktop,Bengaluru,0,16,412.64,1394,0,0
13.46,Travel,PayPal,POS,Bengaluru,0,111,483.38,922,0,0
231.65,Fashion,UPI,POS,Delhi,0,67,121.22,1016,0,0
106.71,Food,NetBanking,POS,Bengaluru,0,65,46.31,798,0,0
171.64,Health,Debit Card,Mobile,Mumbai,0,13,219.04,1851,0,0
18.12,Electronics,Credit Card,Desktop,Mumbai,0,118,441.88,821,0,0
70.86,Electronics,UPI,POS,Kolkata,0,192,83.64,75,0,0
96.62,Grocery,Debit Card,Desktop,Chennai,0,61,444.04,533,0,0
91.18,Grocery,Debit Card,POS,Hyderabad,0,32,496.18,1823,0,0
41.96,Fashion,PayPal,Desktop,Bengaluru,0,140,36.46,1196,0,0
1.24,Health,PayPal,POS,Delhi,0,95,252.68,1338,0,0
69.96,Entertainment,NetBanking,POS,Kolkata,0,41,171.15,1408,0,0
23.35,Electronics,NetBanking,POS,Pune,0,194,202.9,859,0,0
47.86,Electronics,Debit Card,POS,Mumbai,1,136,231.3,554,0,0
252.81,Electronics,Debit Card,POS,Mumbai,0,187,372.45,1008,0,0
40.74,Entertainment,NetBanking,POS,Mumbai,0,25,299.74,1886,0,0
146.51,Electronics,NetBanking,POS,Hyderabad,0,133,480.99,586,0,0
16.71,Travel,Debit Card,POS,Hyderabad,0,45,173.05,76,0,0
89.29,Health,UPI,POS,Bengaluru,0,130,275.34,557,0,0
301.81,Food,Debit Card,Desktop,Pune,0,170,408.53,1947,0,0
8.6,Food,UPI,Desktop,Delhi,0,166,192.78,136,0,0
0.67,Fashion,UPI,Mobile,Hyderabad,0,3,238.0,1056,0,0
45.47,Travel,Debit Card,POS,Chennai,0,174,345.64,645,0,0
7.78,Electronics,Credit Card,Desktop,Hyderabad,0,150,431.76,995,0,0
110.39,Electronics,NetBanking,Desktop,Mumbai,0,104,213.68,1148,0,0
196.78,Grocery,PayPal,Desktop,Delhi,0,33,270.66,1186,0,0
45.54,Grocery,Debit Card,Desktop,Bengaluru,0,32,487.81,1975,0,0
23.95,Fashion,UPI,Desktop,Hyderabad,0,111,30.81,889,1,0
45.59,Electronics,Debit Card,Desktop,Mumbai,0,17,229.63,1836,0,0
102.83,Fashion,NetBanking,Mobile,Kolkata,0,120,321.63,230,1,0
0.73,Travel,UPI,Desktop,Chennai,0,82,14.13,283,0,0
71.22,Food,PayPal,Mobile,Chennai,0,184,302.43,212,0,0
76.01,Electronics,PayPal,Mobile,Kolkata,0,3,37.54,1203,0,0
81.22,Health,PayPal,POS,Bengaluru,0,70,430.2,1602,1,0
22.17,Entertainment,Credit Card,POS,Bengaluru,0,177,405.47,1010,0,0
100.16,Travel,UPI,POS,Hyderabad,0,183,25.81,519,0,0
7.67,Electronics,UPI,Desktop,Bengaluru,0,118,33.91,534,0,0
17.78,Entertainment,Credit Card,POS,Pune,1,31,379.27,442,0,0
167.95,Health,UPI,Desktop,Pune,0,149,191.08,1975,0,0
107.37,Grocery,Credit Card,Desktop,Mumbai,0,16,291.76,1891,0,0
1.11,Fashion,Debit Card,POS,Mumbai,0,17,142.46,1561,0,1
22.84,Grocery,NetBanking,POS,Mumbai,0,96,94.75,1704,0,0
